userID,username,ranking
519,챌 봇 감,Grandmaster
520,김따뚜루,Grandmaster
521,Capper,Grandmaster
522,BRO Lava,Grandmaster
523,그라가스할래요,Grandmaster
524,G4MBLEER,Grandmaster
525,팡탈리,Grandmaster
526,EnvyEnvyEnvy,Grandmaster
527,WilderR,Grandmaster
528,Firework37,Grandmaster
529,blue bday,Grandmaster
530,의문의제라스장인,Grandmaster
531,쌍둥이그림자모함,Grandmaster
532,OHwiN,Grandmaster
533,HLE Gift1,Grandmaster
534,D알엑스 표식,Grandmaster
535,애기야 안녕,Grandmaster
536,라인전이기면패배,Grandmaster
537,HashtagWin,Grandmaster
538,듀오 강의 제드팀,Grandmaster
539,신비한 뱀,Grandmaster
540,비첸향먹고싶다,Grandmaster
541,표창이다 죽어랏,Grandmaster
542,엄청나대단해,Grandmaster
543,Gen G VVinner,Grandmaster
544,Tumble Delighted,Grandmaster
545,먼지 한 알,Grandmaster
546,00SUP,Grandmaster
547,말걸지마라18,Grandmaster
548,롤 강의 코코팀,Grandmaster
549,cold skin,Grandmaster
550,ROKA GOP LACTEA,Grandmaster
551,asdfzxcqwer,Grandmaster
552,끝날때까지잘할게,Grandmaster
553,wepoifjp,Grandmaster
554,wzn0413,Grandmaster
555,Lauv mean it,Grandmaster
556,포퉁이,Grandmaster
557,yyzx,Grandmaster
558,Savage,Grandmaster
559,함박웃음지어유,Grandmaster
560,세정 fann,Grandmaster
561,아랄아랄아랄해,Grandmaster
562,처피뱅 카와이,Grandmaster
563,Return To U,Grandmaster
564,깨달음을얻은남자,Grandmaster
565,PandaCCC,Grandmaster
566,1116660911,Grandmaster
567,레고 삼키기,Grandmaster
568,난폭한 양,Grandmaster
569,Z2D04,Grandmaster
570,toilet666,Grandmaster
571,xiaguang,Grandmaster
572,안녕생선 Youtube,Grandmaster
573,메 피,Grandmaster
574,qkdldhem,Grandmaster
575,kfo,Grandmaster
576,i am D1 sup,Grandmaster
577,갱값하는미드,Grandmaster
578,Baekkk fan,Grandmaster
579,qwerqqwer,Grandmaster
580,Bilibili soO,Grandmaster
581,lllllnll,Grandmaster
582,wannabe rookie,Grandmaster
583,Big or Same,Grandmaster
584,피자호팡,Grandmaster
585,GaI25,Grandmaster
586,XiaoHuaSheng7,Grandmaster
587,워 드,Grandmaster
588,xcvknfdg,Grandmaster
589,특수교육 전공,Grandmaster
590,홈런볼 다 내꺼,Grandmaster
591,youtube 비브이,Grandmaster
592,메이 츄르 좋아해,Grandmaster
593,세은이 fan,Grandmaster
594,우얄티비,Grandmaster
595,2020LYAA07,Grandmaster
596,Misak1,Grandmaster
597,BeanJzz,Grandmaster
598,Asaka1,Grandmaster
599,영성보사행,Grandmaster
600,강하다 별,Grandmaster
601,해병대출신미드,Grandmaster
602,jsaofjasoifjsap,Grandmaster
603,황진한,Grandmaster
604,T10 Berserker,Grandmaster
605,새우초밥계란초밥,Grandmaster
606,L1ps,Grandmaster
607,20200902start,Grandmaster
608,lure heart,Grandmaster
609,유백진,Grandmaster
610,사신몬,Grandmaster
611,nopainnogain1,Grandmaster
612,yikemi,Grandmaster
613,비가 오고 나면,Grandmaster
614,Seulgi mozzi,Grandmaster
615,늙은할아버지,Grandmaster
616,Monica99,Grandmaster
617,xiangcai,Grandmaster
618,교잘도 Youtube,Grandmaster
619,4초스크류,Grandmaster
620,HLE QFT,Grandmaster
621,BRO TaNa,Grandmaster
622,Oooooonzeeeeeed,Grandmaster
623,asdcxzqwecxz,Grandmaster
624,l3reeze,Grandmaster
625,drop in oblivion,Grandmaster
626,suzhige9,Grandmaster
627,수요일은다먹는날,Grandmaster
628,HLE Toison,Grandmaster
629,1128321,Grandmaster
630,서폿 패앙,Grandmaster
631,Graffitiii,Grandmaster
632,Hea1thandAhn,Grandmaster
633,마레리트,Grandmaster
634,QmwmQ,Grandmaster
635,peeeeeeeeeeeeee,Grandmaster
636,아현누나 이쁘다,Grandmaster
637,srysorrycanwin,Grandmaster
638,오늘하루는어떨까,Grandmaster
639,Shadow Ming9,Grandmaster
640,입털면 6완두콩,Grandmaster
641,BJ영만,Grandmaster
642,carrryy,Grandmaster
643,T1 Roach,Grandmaster
644,윈터 gongxi,Grandmaster
645,과거를잊어버리다,Grandmaster
646,Petra RaI,Grandmaster
647,BJ서준석사생팬,Grandmaster
648,병권좌,Grandmaster
649,미래색의 선율,Grandmaster
650,두부랑또,Grandmaster
651,신상공원,Grandmaster
652,wlsdudsh,Grandmaster
653,Meiyou liang ge,Grandmaster
654,두꺼비압수,Grandmaster
655,Gen G Winner,Grandmaster
656,DK Ira,Grandmaster
657,guofuzuanyi,Grandmaster
658,나 한상준,Grandmaster
659,필리핀망고오빠,Grandmaster
660,짠지 슈퍼맨,Grandmaster
661,T1 Minous,Grandmaster
662,mgkiopvandiop,Grandmaster
663,베인장인요맨,Grandmaster
664,Liiv Summit,Grandmaster
665,12848923,Grandmaster
666,AFTV 문다오,Grandmaster
667,뀨이퍼,Grandmaster
668,MeeA,Grandmaster
669,Gen G Lospa,Grandmaster
670,wybaby,Grandmaster
671,Out trinh lobby,Grandmaster
672,라 코,Grandmaster
673,드레이븐원챔3,Grandmaster
674,whisper snow,Grandmaster
675,10센치 fan,Grandmaster
676,Pulsive,Grandmaster
677,호시니,Grandmaster
678,xiying qaq,Grandmaster
679,언니우기,Grandmaster
680,돌그자체,Grandmaster
681,zhongjuzhizhan,Grandmaster
682,NS Chelly,Grandmaster
683,whispers,Grandmaster
684,돌 던지기,Grandmaster
685,아만최고건슬링어,Grandmaster
686,EU Revenge,Grandmaster
687,burnyburny,Grandmaster
688,몽키 D 짱구,Grandmaster
689,Ke xi mei ru guo,Grandmaster
690,Riris1,Grandmaster
691,피들서폿성공적,Grandmaster
692,렝 가 본 좌,Grandmaster
693,CaII out my name,Grandmaster
694,litte hamburger1,Grandmaster
695,kimchi warrior12,Grandmaster
696,takj,Grandmaster
697,펭귄수호자 바드,Grandmaster
698,154787812,Grandmaster
699,thx u next,Grandmaster
700,전 쥐,Grandmaster
701,guardian1,Grandmaster
702,20211108입대02,Grandmaster
703,aespa,Grandmaster
704,yang zhi bu ou,Grandmaster
705,KUAM,Grandmaster
706,Love Before BC,Grandmaster
707,제드팀 빈,Grandmaster
708,오징어 게,Grandmaster
709,날쌘 화살 신태민,Grandmaster
710,03111130,Grandmaster
711,꼬 훈,Grandmaster
712,100gY,Grandmaster
713,Star Supernova,Grandmaster
714,znxy,Grandmaster
715,떡잎마을 시민1,Grandmaster
716,살 이 또 쪘 다,Grandmaster
717,OxiaofangO,Grandmaster
718,Stay Or Be Alone,Grandmaster
719,94HS,Grandmaster
720,라데시 너어,Grandmaster
721,xiao ke tang,Grandmaster
722,Chengnianren,Grandmaster
723,TolanDD,Grandmaster
724,Zorah,Grandmaster
725,gkatjrgs,Grandmaster
726,01 10 12,Grandmaster
727,진쏘킴,Grandmaster
728,czdy,Grandmaster
729,이기고싶다나는,Grandmaster
730,dpfmvlel,Grandmaster
731,HLE Cheoni,Grandmaster
732,TwitchTV석빵빈,Grandmaster
733,우울적울컥,Grandmaster
734,Jerrya,Grandmaster
735,제드빡고수,Grandmaster
736,말정말많네,Grandmaster
737,킬러 꿀벌,Grandmaster
738,마래리트,Grandmaster
739,기애이,Grandmaster
740,전설이 될 남자,Grandmaster
741,파워업키트,Grandmaster
742,jingdaijieshu,Grandmaster
743,페리글라스 블루,Grandmaster
744,오목왕,Grandmaster
745,아프면살기힘들다,Grandmaster
746,HLE Lure1,Grandmaster
747,Walk The Rainbow,Grandmaster
748,Wenmin,Grandmaster
749,쉔드백,Grandmaster
750,VaIhaIIa,Grandmaster
751,숟가락이라미안해,Grandmaster
752,LSB Courage,Grandmaster
753,큐 지,Grandmaster
754,믿음형,Grandmaster
755,nochatpingezwin,Grandmaster
756,badqwer,Grandmaster
757,Shadow0303,Grandmaster
758,New ID,Grandmaster
759,Gaga baby,Grandmaster
760,lIllllIIllllll,Grandmaster
761,eghweswq,Grandmaster
762,조광희1,Grandmaster
763,VLN 히나타,Grandmaster
764,띄 뭉,Grandmaster
765,보라돌이뚱땅이,Grandmaster
766,T1 R ADC,Grandmaster
767,산속의 너구리,Grandmaster
768,1945 8 15 광복절,Grandmaster
769,언론탄압,Grandmaster
770,anotherlifexxx,Grandmaster
771,로se,Grandmaster
772,ao l1 gei,Grandmaster
773,승승웅,Grandmaster
774,Be Changed,Grandmaster
775,1580,Grandmaster
776,이상호엉덩이닦개,Grandmaster
777,광팔햄,Grandmaster
778,zjr0,Grandmaster
779,Gon1234,Grandmaster
780,젤라 귀여워,Grandmaster
781,잠수빈,Grandmaster
782,AF Le5,Grandmaster
783,나락 캐리,Grandmaster
784,DangerousBoy ady,Grandmaster
785,yuzhoujingbeidui,Grandmaster
786,애써 밝은 척,Grandmaster
787,Over Pack,Grandmaster
788,200판뒤그마계정,Grandmaster
789,나라누나이쁘다,Grandmaster
790,snzy,Grandmaster
791,파나경,Grandmaster
792,라칸브라움,Grandmaster
793,실수는실력,Grandmaster
794,hunzikingzz,Grandmaster
795,김남하,Grandmaster
796,lebwcw,Grandmaster
797,szpt,Grandmaster
798,wo bixu zong shi,Grandmaster
799,박슬온,Grandmaster
800,밤을 달리다1,Grandmaster
801,LSB DDahyuk,Grandmaster
802,tomorrow die,Grandmaster
803,시무룩한,Grandmaster
804,JunB,Grandmaster
805,민콩댕,Grandmaster
806,asdfklfdkjfsdl12,Grandmaster
807,한 여름의 서리,Grandmaster
808,CCRGB,Grandmaster
809,애쉬 아일랜등,Grandmaster
810,Serious game,Grandmaster
811,Toptip,Grandmaster
812,불만이면니정글해,Grandmaster
813,haoye,Grandmaster
814,Fzz gege,Grandmaster
815,명구리버드,Grandmaster
816,걍형욱,Grandmaster
817,kratosgf,Grandmaster
818,자크 생존,Grandmaster
819,릴펌 fan,Grandmaster
820,E dal,Grandmaster
821,생명이끊어진사람,Grandmaster
822,RGE Inspired Fan,Grandmaster
823,konnichiwa,Grandmaster
824,전민혁,Grandmaster
825,Taehyoung,Grandmaster
826,Sweet L1fe,Grandmaster
827,coffee jug,Grandmaster
828,나는팀원들이밉다,Grandmaster
829,전 세 종,Grandmaster
830,지옥사냥개1,Grandmaster
831,DK Changer,Grandmaster
832,멜 로 닝,Grandmaster
833,꾸우우우움틀,Grandmaster
834,신순댕,Grandmaster
835,존몬터규샌드위치,Grandmaster
836,싸움 기피증,Grandmaster
837,DE5APARECER,Grandmaster
838,먹방비제이안준영,Grandmaster
839,젱 글,Grandmaster
840,CHOMAKER02,Grandmaster
841,need enjoy,Grandmaster
842,For Lucky,Grandmaster
843,04 아크샨,Grandmaster
844,전상득,Grandmaster
845,룬 곰,Grandmaster
846,고팡진,Grandmaster
847,규 보 리,Grandmaster
848,쌈바 애니비아,Grandmaster
849,nopingnochatwin,Grandmaster
850,첼까지닉변안함,Grandmaster
851,이렐아칼리,Grandmaster
852,DoJerry,Grandmaster
853,superlative tool,Grandmaster
854,AF Roast,Grandmaster
855,zxsaczzxsazxsxaz,Grandmaster
856,곽곽보성뺨때리기,Grandmaster
857,범인척 하는 똥개,Grandmaster
858,19old summer,Grandmaster
859,dsqd5112,Grandmaster
860,One Last K1ss,Grandmaster
861,Twitch 다훈갓,Grandmaster
862,guocuozz,Grandmaster
863,태평양 참치,Grandmaster
864,씨야보람,Grandmaster
865,율 욜,Grandmaster
866,KR Spoon,Grandmaster
867,봉구 귀여워,Grandmaster
868,Permaban10721694,Grandmaster
869,T misery T,Grandmaster
870,에 넥,Grandmaster
871,시에스가안먹어져,Grandmaster
872,공부하기시러요,Grandmaster
873,루트커즈,Grandmaster
874,강혜원 fan,Grandmaster
875,승지부기,Grandmaster
876,lese chang,Grandmaster
877,Ke Jun Da,Grandmaster
878,F1rst Step,Grandmaster
879,Chaki Zulu,Grandmaster
880,칼날부리부리댄스,Grandmaster
881,금 렴,Grandmaster
882,Quates,Grandmaster
883,난 못잡아,Grandmaster
884,사회생활어렵다,Grandmaster
885,난여행,Grandmaster
886,Dont be fury,Grandmaster
887,balbalbal,Grandmaster
